Date,Time,Water_Level(m),Discharge_Through_Rating_Curve(cumecs)
13.01.2022,14:00:00,2842.6,11.4921
13.01.2022,15:00:00,2842.5,7.9225
13.01.2022,16:00:00,2842.5,7.9225
13.01.2022,17:00:00,2842.5,7.9225
13.01.2022,18:00:00,2842.5,7.9225
13.01.2022,19:00:00,2842.5,7.9225
13.01.2022,20:00:00,2842.5,7.9225
13.01.2022,21:00:00,2842.5,7.9225
13.01.2022,22:00:00,2842.5,7.9225
13.01.2022,23:00:00,2842.5,7.9225
14.01.2022,0:00:00,2842.5,7.9225
14.01.2022,1:00:00,2842.5,7.9225
14.01.2022,2:00:00,2842.5,7.9225
14.01.2022,3:00:00,2842.5,7.9225
14.01.2022,4:00:00,2842.5,7.9225
14.01.2022,5:00:00,2842.5,7.9225
14.01.2022,6:00:00,2842.5,7.9225
14.01.2022,7:00:00,2842.6,11.4921
14.01.2022,8:00:00,2842.5,7.9225
14.01.2022,9:00:00,2842.5,7.9225
14.01.2022,10:00:00,2842.5,7.9225
14.01.2022,11:00:00,2842.5,7.9225
14.01.2022,12:00:00,2842.5,7.9225
14.01.2022,13:00:00,2842.5,7.9225
14.01.2022,14:00:00,2842.5,7.9225
14.01.2022,15:00:00,2842.5,7.9225
14.01.2022,16:00:00,2842.5,7.9225
14.01.2022,17:00:00,2842.5,7.9225
14.01.2022,18:00:00,2842.5,7.9225
14.01.2022,19:00:00,2842.5,7.9225
14.01.2022,20:00:00,2842.5,7.9225
14.01.2022,21:00:00,2842.5,7.9225
14.01.2022,22:00:00,2842.5,7.9225
14.01.2022,23:00:00,2842.5,7.9225
15.01.2022,0:00:00,2842.5,7.9225
15.01.2022,1:00:00,2842.6,11.4921
15.01.2022,2:00:00,2842.6,11.4921
15.01.2022,3:00:00,2842.6,11.4921
15.01.2022,4:00:00,2842.6,11.4921
15.01.2022,5:00:00,2842.6,11.4921
15.01.2022,6:00:00,2842.6,11.4921
15.01.2022,7:00:00,2842.6,11.4921
15.01.2022,8:00:00,2842.5,7.9225
15.01.2022,9:00:00,2842.5,7.9225
15.01.2022,10:00:00,2842.5,7.9225
15.01.2022,11:00:00,2842.5,7.9225
15.01.2022,12:00:00,2842.5,7.9225
15.01.2022,13:00:00,2842.5,7.9225
15.01.2022,14:00:00,2842.6,11.4921
15.01.2022,15:00:00,2842.6,11.4921
15.01.2022,16:00:00,2842.5,7.9225
15.01.2022,17:00:00,2842.5,7.9225
15.01.2022,18:00:00,2842.5,7.9225
15.01.2022,19:00:00,2842.5,7.9225
15.01.2022,20:00:00,2842.5,7.9225
15.01.2022,21:00:00,2842.5,7.9225
15.01.2022,22:00:00,2842.5,7.9225
15.01.2022,23:00:00,2842.5,7.9225
16.01.2022,0:00:00,2842.5,7.9225
16.01.2022,1:00:00,2842.5,7.9225
16.01.2022,2:00:00,2842.5,7.9225
16.01.2022,3:00:00,2842.5,7.9225
16.01.2022,4:00:00,2842.5,7.9225
16.01.2022,5:00:00,2842.5,7.9225
16.01.2022,6:00:00,2842.5,7.9225
16.01.2022,7:00:00,2842.5,7.9225
16.01.2022,8:00:00,2842.5,7.9225
16.01.2022,9:00:00,2842.5,7.9225
16.01.2022,10:00:00,2842.5,7.9225
16.01.2022,11:00:00,2842.5,7.9225
16.01.2022,12:00:00,2842.5,7.9225
16.01.2022,13:00:00,2842.5,7.9225
16.01.2022,14:00:00,2842.6,11.4921
16.01.2022,15:00:00,2842.6,11.4921
16.01.2022,16:00:00,2842.5,7.9225
16.01.2022,17:00:00,2842.5,7.9225
16.01.2022,18:00:00,2842.5,7.9225
16.01.2022,19:00:00,2842.5,7.9225
16.01.2022,20:00:00,2842.5,7.9225
16.01.2022,21:00:00,2842.5,7.9225
16.01.2022,22:00:00,2842.5,7.9225
16.01.2022,23:00:00,2842.5,7.9225
17.01.2022,0:00:00,2842.5,7.9225
17.01.2022,1:00:00,2842.5,7.9225
17.01.2022,2:00:00,2842.5,7.9225
17.01.2022,3:00:00,2842.5,7.9225
17.01.2022,4:00:00,2842.5,7.9225
17.01.2022,5:00:00,2842.5,7.9225
17.01.2022,6:00:00,2842.5,7.9225
17.01.2022,7:00:00,2842.5,7.9225
17.01.2022,8:00:00,2842.5,7.9225
17.01.2022,9:00:00,2842.5,7.9225
17.01.2022,10:00:00,2842.5,7.9225
17.01.2022,11:00:00,2842.5,7.9225
17.01.2022,12:00:00,2842.5,7.9225
17.01.2022,13:00:00,2842.6,11.4921
17.01.2022,14:00:00,2842.6,11.4921
17.01.2022,15:00:00,2842.5,7.9225
17.01.2022,16:00:00,2842.5,7.9225
17.01.2022,17:00:00,2842.5,7.9225
17.01.2022,18:00:00,2842.5,7.9225
17.01.2022,19:00:00,2842.5,7.9225
17.01.2022,20:00:00,2842.5,7.9225
17.01.2022,21:00:00,2842.5,7.9225
17.01.2022,22:00:00,2842.5,7.9225
17.01.2022,23:00:00,2842.5,7.9225
18.01.2022,0:00:00,2842.5,7.9225
18.01.2022,1:00:00,2842.5,7.9225
18.01.2022,2:00:00,2842.5,7.9225
18.01.2022,3:00:00,2842.5,7.9225
18.01.2022,4:00:00,2842.5,7.9225
18.01.2022,5:00:00,2842.5,7.9225
18.01.2022,6:00:00,2842.5,7.9225
18.01.2022,7:00:00,2842.5,7.9225
18.01.2022,8:00:00,2842.5,7.9225
18.01.2022,9:00:00,2842.5,7.9225
18.01.2022,10:00:00,2842.5,7.9225
18.01.2022,11:00:00,2842.5,7.9225
18.01.2022,12:00:00,2842.6,11.4921
18.01.2022,13:00:00,2842.6,11.4921
18.01.2022,14:00:00,2842.6,11.4921
18.01.2022,15:00:00,2842.6,11.4921
18.01.2022,16:00:00,2842.6,11.4921
18.01.2022,17:00:00,2842.5,7.9225
18.01.2022,18:00:00,2842.5,7.9225
18.01.2022,19:00:00,2842.5,7.9225
18.01.2022,20:00:00,2842.5,7.9225
18.01.2022,21:00:00,2842.5,7.9225
18.01.2022,22:00:00,2842.5,7.9225
18.01.2022,23:00:00,2842.5,7.9225
19.01.2022,1:00:00,2842.5,7.9225
19.01.2022,2:00:00,2842.5,7.9225
19.01.2022,3:00:00,2842.5,7.9225
19.01.2022,4:00:00,2842.5,7.9225
19.01.2022,5:00:00,2842.5,7.9225
19.01.2022,6:00:00,2842.5,7.9225
19.01.2022,7:00:00,2842.5,7.9225
19.01.2022,8:00:00,2842.5,7.9225
19.01.2022,9:00:00,2842.5,7.9225
19.01.2022,10:00:00,2842.5,7.9225
19.01.2022,11:00:00,2842.5,7.9225
19.01.2022,12:00:00,2842.6,11.4921
19.01.2022,13:00:00,2842.6,11.4921
19.01.2022,14:00:00,2842.6,11.4921
19.01.2022,15:00:00,2842.5,7.9225
19.01.2022,16:00:00,2842.5,7.9225
19.01.2022,17:00:00,2842.5,7.9225
19.01.2022,18:00:00,2842.5,7.9225
19.01.2022,19:00:00,2842.5,7.9225
19.01.2022,20:00:00,2842.5,7.9225
19.01.2022,21:00:00,2842.5,7.9225
19.01.2022,22:00:00,2842.5,7.9225
19.01.2022,23:00:00,2842.5,7.9225
20.01.2022,0:00:00,2842.5,7.9225
20.01.2022,1:00:00,2842.5,7.9225
20.01.2022,2:00:00,2842.5,7.9225
20.01.2022,3:00:00,2842.5,7.9225
20.01.2022,4:00:00,2842.5,7.9225
20.01.2022,5:00:00,2842.5,7.9225
20.01.2022,6:00:00,2842.5,7.9225
20.01.2022,7:00:00,2842.5,7.9225
20.01.2022,8:00:00,2842.5,7.9225
20.01.2022,9:00:00,2842.5,7.9225
20.01.2022,10:00:00,2842.5,7.9225
20.01.2022,11:00:00,2842.5,7.9225
20.01.2022,12:00:00,2842.6,11.4921
20.01.2022,13:00:00,2842.6,11.4921
20.01.2022,14:00:00,2842.6,11.4921
20.01.2022,15:00:00,2842.6,11.4921
20.01.2022,16:00:00,2842.6,11.4921
20.01.2022,17:00:00,2842.5,7.9225
20.01.2022,18:00:00,2842.5,7.9225
20.01.2022,19:00:00,2842.5,7.9225
20.01.2022,20:00:00,2842.5,7.9225
20.01.2022,21:00:00,2842.5,7.9225
20.01.2022,22:00:00,2842.5,7.9225
20.01.2022,23:00:00,2842.5,7.9225
21.01.2022,0:00:00,2842.5,7.9225
21.01.2022,1:00:00,2842.5,7.9225
21.01.2022,2:00:00,2842.5,7.9225
21.01.2022,3:00:00,2842.5,7.9225
21.01.2022,4:00:00,2842.5,7.9225
21.01.2022,5:00:00,2842.5,7.9225
21.01.2022,6:00:00,2842.5,7.9225
21.01.2022,7:00:00,2842.5,7.9225
21.01.2022,8:00:00,2842.5,7.9225
21.01.2022,9:00:00,2842.5,7.9225
21.01.2022,10:00:00,2842.5,7.9225
21.01.2022,11:00:00,2842.5,7.9225
21.01.2022,12:00:00,2842.6,11.4921
21.01.2022,13:00:00,2842.6,11.4921
21.01.2022,14:00:00,2842.6,11.4921
21.01.2022,15:00:00,2842.6,11.4921
21.01.2022,16:00:00,2842.5,7.9225
21.01.2022,17:00:00,2842.5,7.9225
21.01.2022,18:00:00,2842.5,7.9225
21.01.2022,19:00:00,2842.5,7.9225
21.01.2022,20:00:00,2842.5,7.9225
21.01.2022,21:00:00,2842.5,7.9225
21.01.2022,22:00:00,2842.5,7.9225
21.01.2022,23:00:00,2842.5,7.9225
22.01.2022,0:00:00,2842.5,7.9225
22.01.2022,1:00:00,2842.5,7.9225
22.01.2022,2:00:00,2842.5,7.9225
22.01.2022,3:00:00,2842.5,7.9225
22.01.2022,4:00:00,2842.5,7.9225
22.01.2022,5:00:00,2842.5,7.9225
22.01.2022,6:00:00,2842.5,7.9225
22.01.2022,7:00:00,2842.5,7.9225
22.01.2022,8:00:00,2842.5,7.9225
22.01.2022,9:00:00,2842.5,7.9225
22.01.2022,10:00:00,2842.5,7.9225
22.01.2022,11:00:00,2842.5,7.9225
22.01.2022,12:00:00,2842.6,11.4921
22.01.2022,13:00:00,2842.6,11.4921
22.01.2022,14:00:00,2842.6,11.4921
22.01.2022,15:00:00,2842.6,11.4921
22.01.2022,16:00:00,2842.5,7.9225
22.01.2022,17:00:00,2842.5,7.9225
22.01.2022,18:00:00,2842.5,7.9225
22.01.2022,19:00:00,2842.5,7.9225
22.01.2022,20:00:00,2842.5,7.9225
22.01.2022,21:00:00,2842.5,7.9225
22.01.2022,22:00:00,2842.5,7.9225
22.01.2022,23:00:00,2842.5,7.9225
23.01.2022,0:00:00,2842.5,7.9225
23.01.2022,1:00:00,2842.5,7.9225
23.01.2022,2:00:00,2842.5,7.9225
23.01.2022,3:00:00,2842.5,7.9225
23.01.2022,4:00:00,2842.5,7.9225
23.01.2022,5:00:00,2842.5,7.9225
23.01.2022,6:00:00,2842.5,7.9225
23.01.2022,7:00:00,2842.5,7.9225
23.01.2022,8:00:00,2842.5,7.9225
23.01.2022,9:00:00,2842.5,7.9225
23.01.2022,10:00:00,2842.5,7.9225
23.01.2022,11:00:00,2842.5,7.9225
23.01.2022,12:00:00,2842.5,7.9225
23.01.2022,13:00:00,2842.6,11.4921
23.01.2022,14:00:00,2842.5,7.9225
23.01.2022,15:00:00,2842.5,7.9225
23.01.2022,16:00:00,2842.5,7.9225
23.01.2022,17:00:00,2842.5,7.9225
23.01.2022,18:00:00,2842.5,7.9225
23.01.2022,19:00:00,2842.5,7.9225
23.01.2022,20:00:00,2842.5,7.9225
23.01.2022,21:00:00,2842.5,7.9225
23.01.2022,22:00:00,2842.5,7.9225
23.01.2022,23:00:00,2842.5,7.9225
24.01.2022,0:00:00,2842.5,7.9225
24.01.2022,1:00:00,2842.5,7.9225
24.01.2022,2:00:00,2842.6,11.4921
24.01.2022,3:00:00,2842.5,7.9225
24.01.2022,4:00:00,2842.5,7.9225
24.01.2022,5:00:00,2842.5,7.9225
24.01.2022,6:00:00,2842.5,7.9225
24.01.2022,7:00:00,2842.5,7.9225
24.01.2022,8:00:00,2842.5,7.9225
24.01.2022,9:00:00,2842.5,7.9225
25.01.2022,0:00:00,2842.5,7.9225
25.01.2022,1:00:00,2842.5,7.9225
25.01.2022,2:00:00,2842.5,7.9225
25.01.2022,3:00:00,2842.5,7.9225
25.01.2022,4:00:00,2842.5,7.9225
25.01.2022,5:00:00,2842.5,7.9225
25.01.2022,6:00:00,2842.5,7.9225
25.01.2022,7:00:00,2842.5,7.9225
25.01.2022,8:00:00,2842.5,7.9225
25.01.2022,9:00:00,2842.5,7.9225
25.01.2022,10:00:00,2842.5,7.9225
25.01.2022,11:00:00,2842.5,7.9225
25.01.2022,12:00:00,2842.6,11.4921
25.01.2022,13:00:00,2842.6,11.4921
25.01.2022,14:00:00,2842.6,11.4921
25.01.2022,15:00:00,2842.6,11.4921
25.01.2022,16:00:00,2842.6,11.4921
25.01.2022,17:00:00,2842.5,7.9225
25.01.2022,18:00:00,2842.5,7.9225
25.01.2022,19:00:00,2842.5,7.9225
25.01.2022,20:00:00,2842.5,7.9225
25.01.2022,21:00:00,2842.5,7.9225
25.01.2022,22:00:00,2842.5,7.9225
25.01.2022,23:00:00,2842.5,7.9225
26.01.2022,0:00:00,2842.5,7.9225
26.01.2022,1:00:00,2842.5,7.9225
26.01.2022,2:00:00,2842.5,7.9225
26.01.2022,3:00:00,2842.5,7.9225
26.01.2022,4:00:00,2842.5,7.9225
26.01.2022,5:00:00,2842.5,7.9225
26.01.2022,6:00:00,2842.5,7.9225
26.01.2022,7:00:00,2842.5,7.9225
26.01.2022,8:00:00,2842.5,7.9225
26.01.2022,9:00:00,2842.5,7.9225
26.01.2022,10:00:00,2842.5,7.9225
26.01.2022,11:00:00,2842.5,7.9225
26.01.2022,12:00:00,2842.5,7.9225
26.01.2022,13:00:00,2842.5,7.9225
26.01.2022,14:00:00,2842.6,11.4921
26.01.2022,15:00:00,2842.6,11.4921
26.01.2022,16:00:00,2842.6,11.4921
26.01.2022,17:00:00,2842.5,7.9225
26.01.2022,18:00:00,2842.6,11.4921
26.01.2022,19:00:00,2842.5,7.9225
26.01.2022,20:00:00,2842.5,7.9225
26.01.2022,21:00:00,2842.5,7.9225
26.01.2022,22:00:00,2842.5,7.9225
26.01.2022,23:00:00,2842.5,7.9225
27.01.2022,0:00:00,2842.5,7.9225
27.01.2022,1:00:00,2842.5,7.9225
27.01.2022,2:00:00,2842.6,11.4921
27.01.2022,3:00:00,2842.6,11.4921
27.01.2022,4:00:00,2842.6,11.4921
27.01.2022,5:00:00,2842.6,11.4921
27.01.2022,6:00:00,2842.6,11.4921
27.01.2022,7:00:00,2842.6,11.4921
27.01.2022,8:00:00,2842.5,7.9225
27.01.2022,9:00:00,2842.6,11.4921
27.01.2022,10:00:00,2842.6,11.4921
27.01.2022,11:00:00,2842.5,7.9225
27.01.2022,12:00:00,2842.5,7.9225
27.01.2022,13:00:00,2842.5,7.9225
27.01.2022,14:00:00,2842.6,11.4921
27.01.2022,15:00:00,2842.6,11.4921
27.01.2022,16:00:00,2842.6,11.4921
27.01.2022,17:00:00,2842.5,7.9225
27.01.2022,18:00:00,2842.5,7.9225
27.01.2022,19:00:00,2842.5,7.9225
27.01.2022,20:00:00,2842.5,7.9225
27.01.2022,21:00:00,2842.5,7.9225
27.01.2022,22:00:00,2842.5,7.9225
27.01.2022,23:00:00,2842.6,11.4921
28.01.2022,0:00:00,2842.5,7.9225
28.01.2022,1:00:00,2842.6,11.4921
28.01.2022,2:00:00,2842.6,11.4921
28.01.2022,3:00:00,2842.6,11.4921
28.01.2022,4:00:00,2842.6,11.4921
28.01.2022,5:00:00,2842.6,11.4921
28.01.2022,6:00:00,2842.6,11.4921
28.01.2022,7:00:00,2842.6,11.4921
28.01.2022,8:00:00,2842.6,11.4921
28.01.2022,9:00:00,2842.5,7.9225
28.01.2022,10:00:00,2842.5,7.9225
28.01.2022,11:00:00,2842.5,7.9225
28.01.2022,12:00:00,2842.5,7.9225
28.01.2022,13:00:00,2842.6,11.4921
28.01.2022,14:00:00,2842.6,11.4921
28.01.2022,15:00:00,2842.6,11.4921
28.01.2022,16:00:00,2842.6,11.4921
28.01.2022,17:00:00,2842.5,7.9225
28.01.2022,18:00:00,2842.5,7.9225
28.01.2022,19:00:00,2842.5,7.9225
28.01.2022,20:00:00,2842.5,7.9225
28.01.2022,21:00:00,2842.5,7.9225
28.01.2022,22:00:00,2842.5,7.9225
28.01.2022,23:00:00,2842.5,7.9225
28.01.2022,23:01:20,23,nan
29.01.2022,0:00:00,2842.5,7.9225
29.01.2022,1:00:00,2842.5,7.9225
29.01.2022,2:00:00,2842.5,7.9225
29.01.2022,3:00:00,2842.5,7.9225
29.01.2022,4:00:00,2842.5,7.9225
29.01.2022,4:01:18,4,nan
29.01.2022,5:00:00,2842.5,7.9225
29.01.2022,6:00:00,2842.5,7.9225
29.01.2022,7:00:00,2842.5,7.9225
29.01.2022,7:01:18,7,nan
29.01.2022,8:00:00,2842.5,7.9225
29.01.2022,9:00:00,2842.5,7.9225
29.01.2022,9:01:18,9,nan
29.01.2022,10:00:00,2842.5,7.9225
29.01.2022,10:01:18,10,nan
29.01.2022,11:00:00,2842.5,7.9225
29.01.2022,12:00:00,2842.5,7.9225
29.01.2022,12:01:19,12,nan
29.01.2022,13:00:00,2842.6,11.4921
29.01.2022,14:00:00,2842.6,11.4921
29.01.2022,15:00:00,2842.6,11.4921
29.01.2022,16:00:00,2842.5,7.9225
29.01.2022,17:00:00,2842.5,7.9225
29.01.2022,18:00:00,2842.5,7.9225
29.01.2022,19:00:00,2842.5,7.9225
29.01.2022,20:00:00,2842.5,7.9225
29.01.2022,21:00:00,2842.5,7.9225
29.01.2022,22:00:00,2842.5,7.9225
29.01.2022,23:00:00,2842.5,7.9225
30.01.2022,0:00:00,2842.5,7.9225
30.01.2022,1:00:00,2842.5,7.9225
30.01.2022,2:00:00,2842.5,7.9225
30.01.2022,3:00:00,2842.5,7.9225
30.01.2022,4:00:00,2842.5,7.9225
30.01.2022,5:00:00,2842.6,11.4921
30.01.2022,5:01:22,5,nan
30.01.2022,6:00:00,2842.5,7.9225
30.01.2022,6:01:22,6,nan
30.01.2022,7:00:00,2842.6,11.4921
30.01.2022,8:00:00,2842.5,7.9225
30.01.2022,8:01:23,8,nan
30.01.2022,9:00:00,2842.5,7.9225
30.01.2022,10:00:00,2842.5,7.9225
30.01.2022,11:00:00,2842.5,7.9225
30.01.2022,11:01:23,11,nan
30.01.2022,12:00:00,2842.5,7.9225
30.01.2022,13:00:00,2842.6,11.4921
30.01.2022,14:00:00,2842.6,11.4921
30.01.2022,15:00:00,2842.6,11.4921
30.01.2022,16:00:00,2842.5,7.9225
30.01.2022,17:00:00,2842.5,7.9225
30.01.2022,18:00:00,2842.5,7.9225
30.01.2022,19:00:00,2842.5,7.9225
30.01.2022,20:00:00,2842.5,7.9225
30.01.2022,21:00:00,2842.5,7.9225
30.01.2022,22:00:00,2842.5,7.9225
30.01.2022,23:00:00,2842.5,7.9225
31.01.2022,0:00:00,2842.5,7.9225
31.01.2022,1:00:00,2842.5,7.9225
31.01.2022,2:00:00,2842.5,7.9225
31.01.2022,3:00:00,2842.5,7.9225
31.01.2022,4:00:00,2842.5,7.9225
31.01.2022,5:00:00,2842.5,7.9225
31.01.2022,6:00:00,2842.5,7.9225
31.01.2022,7:00:00,2842.5,7.9225
31.01.2022,8:00:00,2842.5,7.9225
31.01.2022,9:00:00,2842.5,7.9225
31.01.2022,10:00:00,2842.5,7.9225
31.01.2022,11:00:00,2842.6,11.4921
31.01.2022,12:00:00,2842.6,11.4921
31.01.2022,13:00:00,2842.6,11.4921
31.01.2022,14:00:00,2842.6,11.4921
31.01.2022,15:00:00,2842.6,11.4921
31.01.2022,16:00:00,2842.6,11.4921
31.01.2022,17:00:00,2842.6,11.4921
31.01.2022,18:00:00,2842.5,7.9225
31.01.2022,19:00:00,2842.5,7.9225
31.01.2022,20:00:00,2842.5,7.9225
31.01.2022,21:00:00,2842.5,7.9225
31.01.2022,22:00:00,2842.5,7.9225
31.01.2022,23:00:00,2842.5,7.9225
01.02.2022,0:00:00,2842.55,9.6012
01.02.2022,1:00:00,2842.5,7.9225
01.02.2022,2:00:00,2842.5,7.9225
01.02.2022,3:00:00,2842.5,7.9225
01.02.2022,4:00:00,2842.5,7.9225
01.02.2022,5:00:00,2842.5,7.9225
01.02.2022,6:00:00,2842.5,7.9225
01.02.2022,7:00:00,2842.5,7.9225
01.02.2022,8:00:00,2842.5,7.9225
01.02.2022,9:00:00,2842.5,7.9225
01.02.2022,10:00:00,2842.5,7.9225
01.02.2022,11:00:00,2842.5,7.9225
01.02.2022,12:00:00,2842.5,7.9225
01.02.2022,13:00:00,2842.5,7.9225
01.02.2022,14:00:00,2842.6,11.4921
01.02.2022,15:00:00,2842.55,9.6012
01.02.2022,16:00:00,2842.55,9.6012
01.02.2022,17:00:00,2842.55,9.6012
01.02.2022,18:00:00,2842.55,9.6012
01.02.2022,19:00:00,2842.55,9.6012
01.02.2022,20:00:00,2842.55,9.6012
01.02.2022,21:00:00,2842.55,9.6012
01.02.2022,22:00:00,2842.55,9.6012
01.02.2022,23:00:00,2842.55,9.6012
02.02.2022,0:00:00,2842.55,9.6012
02.02.2022,1:00:00,2842.5,7.9225
02.02.2022,2:00:00,2842.5,7.9225
02.02.2022,3:00:00,2842.5,7.9225
02.02.2022,4:00:00,2842.5,7.9225
02.02.2022,5:00:00,2842.5,7.9225
02.02.2022,6:00:00,2842.5,7.9225
02.02.2022,7:00:00,2842.5,7.9225
02.02.2022,8:00:00,2842.5,7.9225
02.02.2022,9:00:00,2842.5,7.9225
02.02.2022,10:00:00,2842.5,7.9225
02.02.2022,11:00:00,2842.5,7.9225
02.02.2022,12:00:00,2842.5,7.9225
02.02.2022,13:00:00,2842.5,7.9225
02.02.2022,14:00:00,2842.55,9.6012
02.02.2022,15:00:00,2842.55,9.6012
02.02.2022,16:00:00,2842.55,9.6012
02.02.2022,17:00:00,2842.55,9.6012
02.02.2022,18:00:00,2842.55,9.6012
02.02.2022,19:00:00,2842.55,9.6012
02.02.2022,20:00:00,2842.55,9.6012
02.02.2022,21:00:00,2842.55,9.6012
02.02.2022,22:00:00,2842.55,9.6012
02.02.2022,23:00:00,2842.55,9.6012
03.02.2022,0:00:00,2842.55,9.6012
03.02.2022,1:00:00,2842.5,7.9225
03.02.2022,2:00:00,2842.5,7.9225
03.02.2022,3:00:00,2842.5,7.9225
03.02.2022,4:00:00,2842.5,7.9225
03.02.2022,5:00:00,2842.5,7.9225
03.02.2022,6:00:00,2842.5,7.9225
03.02.2022,7:00:00,2842.5,7.9225
03.02.2022,8:00:00,2842.5,7.9225
03.02.2022,9:00:00,2842.5,7.9225
03.02.2022,10:00:00,2842.5,7.9225
03.02.2022,11:00:00,2842.5,7.9225
03.02.2022,12:00:00,2842.5,7.9225
03.02.2022,13:00:00,2842.6,11.4921
03.02.2022,14:00:00,2842.6,11.4921
03.02.2022,15:00:00,2842.6,11.4921
03.02.2022,16:00:00,2842.6,11.4921
03.02.2022,17:00:00,2842.5,7.9225
03.02.2022,18:00:00,2842.5,7.9225
03.02.2022,19:00:00,2842.5,7.9225
03.02.2022,20:00:00,2842.5,7.9225
03.02.2022,21:00:00,2842.5,7.9225
03.02.2022,22:00:00,2842.5,7.9225
03.02.2022,23:00:00,2842.5,7.9225
04.02.2022,0:00:00,2842.5,7.9225
04.02.2022,1:00:00,2842.5,7.9225
04.02.2022,2:00:00,2842.5,7.9225
04.02.2022,3:00:00,2842.5,7.9225
04.02.2022,4:00:00,2842.5,7.9225
04.02.2022,5:00:00,2842.5,7.9225
04.02.2022,6:00:00,2842.5,7.9225
04.02.2022,7:00:00,2842.5,7.9225
04.02.2022,8:00:00,2842.5,7.9225
04.02.2022,9:00:00,2842.5,7.9225
04.02.2022,10:00:00,2842.5,7.9225
04.02.2022,11:00:00,2842.5,7.9225
04.02.2022,12:00:00,2842.6,11.4921
04.02.2022,13:00:00,2842.6,11.4921
04.02.2022,14:00:00,2842.6,11.4921
04.02.2022,15:00:00,2842.6,11.4921
04.02.2022,16:00:00,2842.6,11.4921
04.02.2022,17:00:00,2842.6,11.4921
04.02.2022,18:00:00,2842.6,11.4921
04.02.2022,19:00:00,2842.5,7.9225
04.02.2022,20:00:00,2842.5,7.9225
04.02.2022,21:00:00,2842.5,7.9225
04.02.2022,22:00:00,2842.5,7.9225
04.02.2022,23:00:00,2842.5,7.9225
05.02.2022,0:00:00,2842.6,11.4921
05.02.2022,1:00:00,2842.6,11.4921
05.02.2022,2:00:00,2842.6,11.4921
05.02.2022,3:00:00,2842.6,11.4921
05.02.2022,4:00:00,2842.6,11.4921
05.02.2022,5:00:00,2842.6,11.4921
05.02.2022,6:00:00,2842.6,11.4921
05.02.2022,7:00:00,2842.6,11.4921
05.02.2022,8:00:00,2842.6,11.4921
05.02.2022,9:00:00,2842.6,11.4921
05.02.2022,10:00:00,2842.5,7.9225
05.02.2022,11:00:00,2842.5,7.9225
05.02.2022,12:00:00,2842.5,7.9225
05.02.2022,13:00:00,2842.5,7.9225
05.02.2022,14:00:00,2842.6,11.4921
05.02.2022,15:00:00,2842.6,11.4921
05.02.2022,16:00:00,2842.6,11.4921
05.02.2022,17:00:00,2842.6,11.4921
05.02.2022,18:00:00,2842.6,11.4921
05.02.2022,19:00:00,2842.6,11.4921
05.02.2022,20:00:00,2842.6,11.4921
05.02.2022,21:00:00,2842.6,11.4921
05.02.2022,22:00:00,2842.6,11.4921
05.02.2022,23:00:00,2842.6,11.4921
06.02.2022,0:00:00,2842.5,7.9225
06.02.2022,1:00:00,2842.5,7.9225
06.02.2022,2:00:00,2842.5,7.9225
06.02.2022,3:00:00,2842.5,7.9225
06.02.2022,4:00:00,2842.5,7.9225
06.02.2022,5:00:00,2842.5,7.9225
06.02.2022,6:00:00,2842.5,7.9225
06.02.2022,7:00:00,2842.5,7.9225
06.02.2022,8:00:00,2842.5,7.9225
06.02.2022,9:00:00,2842.5,7.9225
06.02.2022,10:00:00,2842.5,7.9225
06.02.2022,11:00:00,2842.5,7.9225
06.02.2022,12:00:00,2842.5,7.9225
06.02.2022,13:00:00,2842.5,7.9225
06.02.2022,14:00:00,2842.5,7.9225
06.02.2022,15:00:00,2842.6,11.4921
06.02.2022,16:00:00,2842.6,11.4921
06.02.2022,17:00:00,2842.5,7.9225
06.02.2022,18:00:00,2842.5,7.9225
06.02.2022,19:00:00,2842.5,7.9225
06.02.2022,20:00:00,2842.5,7.9225
06.02.2022,21:00:00,2842.5,7.9225
06.02.2022,22:00:00,2842.5,7.9225
06.02.2022,23:00:00,2842.5,7.9225
07.02.2022,0:00:00,2842.5,7.9225
07.02.2022,1:00:00,2842.5,7.9225
07.02.2022,2:00:00,2842.5,7.9225
07.02.2022,3:00:00,2842.5,7.9225
07.02.2022,4:00:00,2842.5,7.9225
07.02.2022,5:00:00,2842.5,7.9225
07.02.2022,6:00:00,2842.5,7.9225
07.02.2022,7:00:00,2842.5,7.9225
07.02.2022,8:00:00,2842.5,7.9225
07.02.2022,9:00:00,2842.5,7.9225
07.02.2022,10:00:00,2842.5,7.9225
07.02.2022,11:00:00,2842.5,7.9225
07.02.2022,12:00:00,2842.6,11.4921
07.02.2022,13:00:00,2842.6,11.4921
07.02.2022,14:00:00,2842.6,11.4921
07.02.2022,15:00:00,2842.6,11.4921
07.02.2022,16:00:00,2842.6,11.4921
07.02.2022,17:00:00,2842.6,11.4921
07.02.2022,18:00:00,2842.6,11.4921
07.02.2022,19:00:00,2842.5,7.9225
07.02.2022,20:00:00,2842.5,7.9225
07.02.2022,21:00:00,2842.5,7.9225
07.02.2022,22:00:00,2842.5,7.9225
07.02.2022,23:00:00,2842.5,7.9225
08.02.2022,0:00:00,2842.5,7.9225
08.02.2022,1:00:00,2842.5,7.9225
08.02.2022,2:00:00,2842.5,7.9225
08.02.2022,3:00:00,2842.5,7.9225
